,manufacturer,price,number_of_reviews,number_of_answered_questions,average_review_rating,price_min,price_max,number_available_in_stock,collectible,new,refurbished,unavailable,used,condition
308,Steiff,160.00,1,1.0,5.0,160.0,160.0,4,0,1,0,0,0,new
309,Build your Bears Wardrobe,12.99,1,1.0,5.0,12.99,12.99,2,0,1,0,0,0,new
310,Hansa,22.40,3,1.0,4.7,22.4,22.4,6,0,1,0,0,0,new
311,Ty,21.99,1,1.0,5.0,21.99,21.99,3,0,1,0,0,0,new
312,Andy's,66.99,1,1.0,5.0,66.99,66.99,6,0,1,0,0,0,new
313,Teddy Mountain,9.98,2,1.0,5.0,9.98,9.98,2,0,1,0,0,0,new
314,TY~BEANIES BIRDS,11.95,5,1.0,4.8,11.95,11.95,3,0,1,0,0,0,new
315,Steiff,119.95,1,1.0,5.0,119.95,119.95,12,0,1,0,0,0,new
316,Nici,16.68,1,1.0,5.0,16.68,16.68,6,0,1,0,0,0,new
317,Shopzeus,8.99,1,1.0,5.0,8.99,8.99,0,0,0,0,1,0,unavailable
318,Ty,19.95,10,1.0,4.1,19.95,19.95,3,0,1,0,0,0,new
319,Beanie Buddies,16.95,1,1.0,5.0,16.95,16.95,4,0,1,0,0,0,new
320,Amscan,1.31,6,1.0,4.7,1.31,1.31,25,0,1,0,0,0,new
321,Nici,6.45,1,1.0,5.0,6.45,6.45,7,0,1,0,0,0,new
322,Shopzeus,13.99,1,1.0,5.0,13.99,13.99,0,0,0,0,1,0,unavailable
323,Schmidt,20.00,19,1.0,4.8,20.0,20.0,20,0,1,0,0,0,new
324,How to Train Your Dragon,11.99,11,1.0,4.0,11.99,11.99,0,0,0,0,1,0,unavailable
325,Disney,8.05,8,1.0,4.1,8.05,8.05,4,0,1,0,0,0,new
326,Melissa & Doug,20.50,19,1.0,4.4,20.5,20.5,12,0,1,0,0,0,new
327,Ty,7.95,1,1.0,5.0,7.95,7.95,2,0,1,0,0,0,new
328,DC Comics,11.58,4,1.0,5.0,11.58,11.58,14,0,1,0,0,0,new
329,Steiff,56.85,1,1.0,5.0,56.85,56.85,9,0,1,0,0,0,new
330,Ayumi,22.40,2,1.0,5.0,22.4,22.4,7,0,1,0,0,0,new
331,Pintoy,7.38,8,,4.4,7.38,7.38,4,0,1,0,0,0,new
332,Poly Dice Sets,2.94,17,,4.5,2.94,2.94,2,0,1,0,0,0,new
333,Q-Workshop,8.56,5,,5.0,8.56,8.56,7,0,1,0,0,0,new
334,Forlorn Hope Games,4.81,25,,4.6,4.81,4.81,0,0,0,0,1,0,unavailable
335,Poly Dice Sets,3.99,11,,4.7,3.99,3.99,2,0,1,0,0,0,new
336,"Chavet, Chavet",16.59,1,,5.0,16.59,16.59,0,0,0,0,1,0,unavailable
337,The Dice Place,4.31,1,1.0,5.0,4.31,4.31,0,0,0,0,1,0,unavailable
338,Oblivion,2.99,1,1.0,5.0,2.99,2.99,0,0,0,0,1,0,unavailable
339,Privateer Press,9.00,1,1.0,4.0,9.0,9.0,0,0,0,0,1,0,unavailable
340,BigCherry,3.99,1,1.0,5.0,3.99,3.99,0,0,0,0,1,0,unavailable
341,Chessex,11.93,1,1.0,5.0,11.93,11.93,4,0,1,0,0,0,new
342,Dice World,4.30,1,1.0,4.0,4.3,4.3,0,0,0,0,1,0,unavailable
343,Jaques of London,9.99,2,1.0,5.0,9.99,9.99,0,0,0,0,1,0,unavailable
344,Q-Workshop,11.28,4,1.0,4.8,11.28,11.28,5,0,1,0,0,0,new
345,The Dice Place,3.02,138,1.0,4.7,3.02,3.02,5,0,1,0,0,0,new
346,Q-Workshop,10.24,12,1.0,4.5,10.24,10.24,14,0,1,0,0,0,new
347,Forlorn Hope Games,3.37,8,1.0,4.1,3.37,3.37,4,0,1,0,0,0,new
348,Forlorn Hope Games,3.99,3,1.0,5.0,3.99,3.99,0,0,0,0,1,0,unavailable
349,The Dice Place,12.20,2,1.0,5.0,12.2,12.2,0,0,0,0,1,0,unavailable
350,Cracker kit fillers,3.99,1,1.0,5.0,3.99,3.99,0,0,0,0,1,0,unavailable
351,Q-Workshop,6.00,2,1.0,4.5,6.0,6.0,0,0,0,0,1,0,unavailable
352,The Dice Place,1.97,82,2.0,4.9,1.97,1.97,5,0,1,0,0,0,new
353,Bicycle,3.81,1,2.0,5.0,3.81,3.81,14,0,1,0,0,0,new
354,The Dice Place,3.30,7,2.0,4.9,3.3,3.3,3,0,1,0,0,0,new
355,Forlorn Hope Games,2.03,4,2.0,5.0,2.03,2.03,2,0,1,0,0,0,new
356,Jesters,5.99,11,2.0,4.4,5.99,5.99,0,0,0,0,1,0,unavailable
357,The Dice Place,6.29,1,2.0,5.0,6.29,6.29,0,0,0,0,1,0,unavailable
358,Asmodée,12.99,1,2.0,4.0,12.99,12.99,2,0,1,0,0,0,new
359,8,2.44,46,1.0,4.0,2.44,2.44,3,0,1,0,0,0,new
360,Hutter Trade GmbH + Co KG,8.78,0,1.0,0.0,8.78,8.78,10,0,1,0,0,0,new
361,Kent & Cleal,9.99,1,1.0,5.0,9.99,9.99,0,0,0,0,1,0,unavailable
362,Q-Workshop,6.95,2,1.0,5.0,6.95,6.95,2,0,1,0,0,0,new
363,pocketgames,5.99,1,1.0,5.0,5.99,5.99,0,0,0,0,1,0,unavailable
364,Learning Resources,4.00,7,1.0,4.7,4.0,4.0,4,0,1,0,0,0,new
365,Witzigs,2.97,16,1.0,4.8,2.97,2.97,2,0,1,0,0,0,new
366,The Dice Place,10.79,1,1.0,5.0,10.79,10.79,0,0,0,0,1,0,unavailable
367,Traditional Games,5.99,1,1.0,5.0,5.99,5.99,0,0,0,0,1,0,unavailable
368,Dice,2.50,1,1.0,5.0,2.5,2.5,0,0,0,0,1,0,unavailable
369,Chessex,7.98,1,1.0,5.0,7.98,7.98,5,0,1,0,0,0,new
370,Q-Workshop,9.99,2,1.0,4.0,9.99,9.99,4,0,1,0,0,0,new
371,Bigjigs Toys,7.68,1,1.0,5.0,7.68,7.68,3,0,1,0,0,0,new
372,Q-Workshop,6.00,1,1.0,5.0,6.0,6.0,0,0,0,0,1,0,unavailable
373,Rory's Story Cubes,3.92,6,1.0,4.7,3.92,3.92,15,0,1,0,0,0,new
374,WHATWEARS,3.49,2,1.0,4.5,3.49,3.49,3,0,1,0,0,0,new
375,BigCherry,10.32,17,1.0,4.6,10.32,10.32,0,0,0,0,1,0,unavailable
376,Chessex,5.64,1,1.0,5.0,5.64,5.64,6,0,1,0,0,0,new
377,Pocket dice games,5.99,2,1.0,4.5,5.99,5.99,0,0,0,0,1,0,unavailable
378,Poly Dice Sets,2.57,53,1.0,4.6,2.57,2.57,4,0,1,0,0,0,new
379,MY,2.03,2,1.0,5.0,2.03,2.03,3,0,1,0,0,0,new
380,Chessex,11.93,1,1.0,5.0,11.93,11.93,6,0,1,0,0,0,new
381,Unbeatable Games,2.04,45,1.0,4.8,2.04,2.04,4,0,1,0,0,0,new
382,Drumond Park,3.15,29,1.0,4.5,3.15,3.15,25,0,1,0,0,0,new
383,The Creativity Hub,3.99,14,1.0,5.0,3.99,3.99,24,0,1,0,0,0,new
384,Backspindle Games,23.65,1,1.0,5.0,23.65,23.65,7,0,1,0,0,0,new
385,Q-Workshop,10.03,1,1.0,5.0,10.03,10.03,7,0,1,0,0,0,new
386,Steve Jackson Games,18.09,2,1.0,4.5,18.09,18.09,11,0,1,0,0,0,new
387,Chessex,3.99,1,1.0,5.0,3.99,3.99,6,0,1,0,0,0,new
388,Q-Workshop,8.00,3,1.0,4.7,8.0,8.0,5,0,1,0,0,0,new
389,Kent & Cleal,1.49,6,1.0,4.7,1.49,1.49,0,0,0,0,1,0,unavailable
390,GRAHAM'S GAMES,11.69,13,1.0,5.0,11.69,11.69,6,0,1,0,0,0,new
391,Opaque,2.44,1,1.0,5.0,2.44,2.44,2,0,1,0,0,0,new
392,Chessex,9.74,1,1.0,5.0,9.74,9.74,2,0,1,0,0,0,new
393,Q-Workshop,11.84,9,1.0,4.8,11.84,11.84,11,0,1,0,0,0,new
394,Forlorn Hope Games,3.35,19,1.0,4.3,3.35,3.35,4,0,1,0,0,0,new
395,Amscan,6.33,6,1.0,4.0,6.33,6.33,14,0,1,0,0,0,new
396,Left Center Right,7.95,27,1.0,4.7,7.95,7.95,4,0,1,0,0,0,new
397,Q-Workshop,10.95,1,1.0,5.0,10.95,10.95,3,0,1,0,0,0,new
398,Front Porch,22.51,3,1.0,5.0,22.51,22.51,0,0,0,0,1,0,unavailable
399,The Dice Place,4.49,1,1.0,5.0,4.49,4.49,0,0,0,0,1,0,unavailable
400,Chessex,11.01,2,1.0,4.0,11.01,11.01,3,0,1,0,0,0,new
401,Rory's Story Cubes,4.00,3,1.0,5.0,4.0,4.0,15,0,1,0,0,0,new
402,Rory's Story Cubes,4.00,4,1.0,4.8,4.0,4.0,16,0,1,0,0,0,new
403,Patch Products Inc.,7.00,6,1.0,4.8,7.0,7.0,4,0,1,0,0,0,new
404,Tarquin Group,2.21,2,1.0,5.0,2.21,2.21,2,0,1,0,0,0,new
405,Amscan,4.49,1,1.0,5.0,4.49,4.49,4,0,1,0,0,0,new
406,Bristol Novelties,4.84,1,1.0,4.0,4.84,4.84,9,0,1,0,0,0,new
407,Forlorn Hope Games,8.77,33,1.0,4.6,8.77,8.77,3,0,1,0,0,0,new
408,Kent & Cleal,1.73,72,1.0,4.6,1.73,1.73,4,0,1,0,0,0,new
409,Galt Toys,14.99,2,1.0,4.5,14.99,14.99,4,0,1,0,0,0,new
410,WHATWEARS,1.68,2,1.0,5.0,1.68,1.68,4,0,1,0,0,0,new
411,Dice,1.15,2,1.0,5.0,1.15,1.15,0,0,0,0,1,0,unavailable
412,Dice,2.49,3,1.0,5.0,2.49,2.49,0,0,0,0,1,0,unavailable
413,Q-Workshop,4.00,2,1.0,5.0,4.0,4.0,3,0,1,0,0,0,new
414,Rio Grande Games,39.75,6,1.0,5.0,39.75,39.75,14,0,1,0,0,0,new
415,Dice,4.00,1,1.0,5.0,4.0,4.0,0,0,0,0,1,0,unavailable
416,Q-Workshop,10.02,3,1.0,5.0,10.02,10.02,5,0,1,0,0,0,new
417,Q-Workshop,8.63,1,1.0,5.0,8.63,8.63,5,0,1,0,0,0,new
418,Koplow Games,8.99,9,1.0,4.9,8.99,8.99,8,0,1,0,0,0,new
419,TGO,2.02,2,1.0,5.0,2.02,2.02,0,0,0,0,1,0,unavailable
420,David Westnedge Games,9.25,22,1.0,4.6,9.25,9.25,5,0,1,0,0,0,new
421,Q-Workshop,11.28,7,1.0,4.4,11.28,11.28,4,0,1,0,0,0,new
422,Galt Toys,14.79,6,1.0,4.2,14.79,14.79,8,0,1,0,0,0,new
423,Q-Workshop,7.95,3,1.0,4.3,7.95,7.95,3,0,1,0,0,0,new
424,Forlorn Hope Games,2.03,3,1.0,4.3,2.03,2.03,2,0,1,0,0,0,new
425,Q-Workshop,7.17,3,1.0,4.3,7.17,7.17,17,0,1,0,0,0,new
426,Rory Story Cubes,4.00,3,1.0,4.7,4.0,4.0,10,0,1,0,0,0,new
427,BigCherry,3.95,1,1.0,5.0,3.95,3.95,0,0,0,0,1,0,unavailable
428,Forlorn Hope Games,21.59,6,1.0,4.8,21.59,21.59,0,0,0,0,1,0,unavailable
429,pocketgames,5.99,3,1.0,4.0,5.99,5.99,0,0,0,0,1,0,unavailable
430,Oblivion,2.99,1,1.0,4.0,2.99,2.99,0,0,0,0,1,0,unavailable
431,Q-Workshop,7.95,2,1.0,5.0,7.95,7.95,3,0,1,0,0,0,new
432,Bulk Dice,3.99,7,1.0,4.6,3.99,3.99,2,0,1,0,0,0,new
433,Chessex,3.91,3,1.0,4.3,3.91,3.91,3,0,1,0,0,0,new
434,Evil Hat Productions,12.58,1,1.0,5.0,12.58,12.58,7,0,1,0,0,0,new
435,kitsch,5.99,1,1.0,4.0,5.99,5.99,0,0,0,0,1,0,unavailable
436,A to Z,1.60,2,1.0,4.5,1.6,1.6,3,0,1,0,0,0,new
437,Bigjigs Toys,16.99,1,1.0,5.0,16.99,16.99,2,0,1,0,0,0,new
438,Q-Workshop,7.95,2,1.0,5.0,7.95,7.95,7,0,1,0,0,0,new
439,Q-Workshop,4.95,7,1.0,4.4,4.95,4.95,3,0,1,0,0,0,new
440,Q-Workshop,9.50,1,1.0,5.0,9.5,9.5,4,0,1,0,0,0,new
441,Q-Workshop,7.99,1,1.0,4.0,7.99,7.99,0,0,0,0,1,0,unavailable
442,Q-Workshop,8.95,13,1.0,4.8,8.95,8.95,4,0,1,0,0,0,new
443,Q-Workshop,3.95,6,1.0,4.8,3.95,3.95,2,0,1,0,0,0,new
444,Generic,2.26,15,1.0,4.6,2.26,2.26,8,0,1,0,0,0,new
445,Q-Workshop,7.99,1,1.0,5.0,7.99,7.99,2,0,1,0,0,0,new
446,Jaques of London,29.99,2,1.0,5.0,29.99,29.99,3,0,1,0,0,0,new
447,Tarquin Group,1.75,1,1.0,5.0,1.75,1.75,0,0,0,0,1,0,unavailable
448,Cultzilla,6.69,2,1.0,5.0,6.69,6.69,0,0,0,0,1,0,unavailable
449,ShalinIndia,13.36,2,1.0,4.5,13.36,13.36,2,0,1,0,0,0,new
450,Dude Dice,7.60,36,1.0,4.5,7.6,7.6,6,0,1,0,0,0,new
451,BigCherry,6.75,9,1.0,4.3,6.75,6.75,0,0,0,0,1,0,unavailable
452,Pocket dice games,5.99,8,1.0,4.3,5.99,5.99,0,0,0,0,1,0,unavailable
453,Forlorn Hope Games,4.99,81,1.0,4.7,4.99,4.99,0,0,0,0,1,0,unavailable
454,Schmidt,8.00,2,1.0,5.0,8.0,8.0,18,0,1,0,0,0,new
455,University Games,6.19,9,1.0,4.6,6.19,6.19,9,0,1,0,0,0,new
456,Q-Workshop,15.95,1,1.0,5.0,15.95,15.95,3,0,1,0,0,0,new
457,Chessex,7.79,3,1.0,4.7,7.79,7.79,5,0,1,0,0,0,new
458,Jesters,3.99,1,1.0,5.0,3.99,3.99,0,0,0,0,1,0,unavailable
459,Renegade Game Studios,21.50,2,1.0,5.0,21.5,21.5,6,0,1,0,0,0,new
460,Base,1.90,2,1.0,5.0,1.9,1.9,0,0,0,0,1,0,unavailable
461,Re:creation Group Plc,2.79,24,1.0,4.1,2.79,2.79,2,0,1,0,0,0,new
462,Tarquin,2.49,2,1.0,5.0,2.49,2.49,0,0,0,0,1,0,unavailable
463,Q-Workshop,7.95,3,1.0,4.7,7.95,7.95,4,0,1,0,0,0,new
464,Hutter Trade GmbH + Co KG,12.41,0,1.0,0.0,12.41,12.41,12,0,1,0,0,0,new
465,West5Products,3.95,8,1.0,4.4,3.95,3.95,2,0,1,0,0,0,new
466,Dude Dice,8.25,23,1.0,4.5,8.25,8.25,2,0,1,0,0,0,new
467,Q-Workshop,11.95,1,1.0,5.0,11.95,11.95,0,0,0,0,1,0,unavailable
468,Pocket dice games,7.99,2,1.0,5.0,7.99,7.99,0,0,0,0,1,0,unavailable
469,Forlorn Hope Games,2.03,8,1.0,4.6,2.03,2.03,3,0,1,0,0,0,new
470,David Westnedge,5.29,24,1.0,4.7,5.29,5.29,4,0,1,0,0,0,new
471,Chessex,11.93,12,1.0,4.3,11.93,11.93,3,0,1,0,0,0,new
472,Patch Products Inc.,7.89,8,1.0,5.0,7.89,7.89,6,0,1,0,0,0,new
473,Chessex,11.40,1,1.0,5.0,11.4,11.4,5,0,1,0,0,0,new
474,Chessex,11.59,3,1.0,4.7,11.59,11.59,2,0,1,0,0,0,new
475,Oblivion,2.99,1,1.0,5.0,2.99,2.99,0,0,0,0,1,0,unavailable
476,Tenzi,10.98,13,1.0,4.6,10.98,10.98,21,0,1,0,0,0,new
477,Opaque,2.44,1,1.0,5.0,2.44,2.44,2,0,1,0,0,0,new
478,Think Fun,12.32,2,1.0,4.5,12.32,12.32,2,0,1,0,0,0,new
479,Oblivion,2.99,1,1.0,5.0,2.99,2.99,0,0,0,0,1,0,unavailable
480,Polyhedral,11.40,1,1.0,4.0,11.4,11.4,4,0,1,0,0,0,new
481,Q-Workshop,9.50,1,1.0,5.0,9.5,9.5,4,0,1,0,0,0,new
482,Tarquin,3.96,1,1.0,4.0,3.96,3.96,0,0,0,0,1,0,unavailable
483,George,7.75,76,1.0,4.8,7.75,7.75,6,0,1,0,0,0,new
484,The Creativity Hub,9.99,420,1.0,4.8,9.99,9.99,33,0,1,0,0,0,new
485,Chessex,7.85,1,1.0,5.0,7.85,7.85,6,0,1,0,0,0,new
486,Chessex,7.85,2,1.0,5.0,7.85,7.85,4,0,1,0,0,0,new
487,Q-Workshop,7.95,6,1.0,4.3,7.95,7.95,2,0,1,0,0,0,new
488,Unknown,9.64,11,2.0,4.6,9.64,9.64,2,0,1,0,0,0,new
489,Forlorn Hope Games,0.90,160,2.0,4.8,0.9,0.9,6,0,1,0,0,0,new
490,Jesters,3.99,39,1.0,4.3,3.99,3.99,0,0,0,0,1,0,unavailable
491,KMC,3.04,16,1.0,4.9,3.04,3.04,41,0,1,0,0,0,new
492,The Dice Place,10.79,2,1.0,5.0,10.79,10.79,0,0,0,0,1,0,unavailable
493,Bulk Dice,6.56,4,1.0,5.0,6.56,6.56,0,0,0,0,1,0,unavailable
494,Witzigs,2.49,1,1.0,4.0,2.49,2.49,2,0,1,0,0,0,new
495,Masters,24.63,1,1.0,5.0,24.63,24.63,3,0,1,0,0,0,new
496,Patch Products Inc.,5.15,1,1.0,5.0,5.15,5.15,6,0,1,0,0,0,new
497,WHATWEARS,5.99,2,1.0,4.0,5.99,5.99,0,0,0,0,1,0,unavailable
498,Bulk Dice,3.50,6,1.0,5.0,3.5,3.5,0,0,0,0,1,0,unavailable
499,Rockets Toys,4.99,8,1.0,4.6,4.99,4.99,0,0,0,0,1,0,unavailable
500,Rockets Toys,4.79,6,1.0,4.3,4.79,4.79,7,0,1,0,0,0,new
501,Chessex,11.01,1,1.0,5.0,11.01,11.01,4,0,1,0,0,0,new
502,Brimtoy,10.99,16,1.0,4.6,10.99,10.99,0,0,0,0,1,0,unavailable
503,BigCherry,2.72,1,1.0,4.0,2.72,2.72,2,0,1,0,0,0,new
504,Slammer,10.95,24,,4.3,10.95,10.95,3,0,1,0,0,0,new
505,Paul Lamond Games,7.99,4,,4.5,7.99,7.99,5,0,1,0,0,0,new
506,Generic,5.21,8,,5.0,5.21,5.21,10,0,1,0,0,0,new
507,Motion Sand,6.99,30,2.0,4.8,6.99,6.99,0,0,0,0,1,0,unavailable
508,Legler,15.99,2,2.0,4.5,15.99,15.99,2,0,1,0,0,0,new
509,Slammer,14.89,81,2.0,4.5,14.89,14.89,4,0,1,0,0,0,new
510,Playmobil,15.39,199,6.0,4.6,15.39,15.39,19,0,1,0,0,0,new
511,Coppenrath Verlag,5.99,2,6.0,5.0,5.99,5.99,0,0,0,0,1,0,unavailable
512,C.P.M.,10.26,36,6.0,4.9,10.26,10.26,5,0,1,0,0,0,new
513,Playmobil,61.38,1,6.0,5.0,61.38,61.38,3,0,1,0,0,0,new
514,Baker Ross,3.23,2,6.0,5.0,3.23,3.23,2,0,1,0,0,0,new
515,Disney Frozen,24.97,0,6.0,0.0,24.97,24.97,11,0,1,0,0,0,new
516,Clikkabox,4.50,5,6.0,4.8,4.5,4.5,0,0,0,0,1,0,unavailable
517,LEGO,43.87,40,6.0,4.7,43.87,43.87,19,0,1,0,0,0,new
518,Kinetic Sand,14.10,2,6.0,5.0,14.1,14.1,4,0,1,0,0,0,new
519,Fuzzy Felt,12.50,11,6.0,4.3,12.5,12.5,2,0,1,0,0,0,new
520,Playmobil,16.80,129,1.0,4.9,16.8,16.8,47,0,1,0,0,0,new
521,Kinetic Sand,15.28,1,1.0,5.0,15.28,15.28,3,0,1,0,0,0,new
522,William Sinclairs,14.49,9,1.0,4.9,14.49,14.49,0,0,0,0,1,0,unavailable
523,Caltime,8.19,1,1.0,5.0,8.19,8.19,0,0,0,0,1,0,unavailable
524,Playmobil,17.99,56,1.0,4.8,17.99,17.99,14,0,1,0,0,0,new
525,Kinetic Sand,18.73,33,1.0,4.5,18.73,18.73,5,0,1,0,0,0,new
526,Magic Sand,4.18,1,1.0,5.0,4.18,4.18,2,0,1,0,0,0,new
527,Christmas and Decorations,7.99,1,1.0,5.0,7.99,7.99,0,0,0,0,1,0,unavailable
528,Star Wars,29.98,291,,4.6,29.98,29.98,73,0,1,0,0,0,new
529,LEGO,24.95,87,1.0,4.5,24.95,24.95,19,0,1,0,0,0,new
530,LEGO,68.87,30,1.0,4.8,68.87,68.87,16,0,1,0,0,0,new
531,Coppenrath Verlag,6.39,2,1.0,4.0,6.39,6.39,2,0,1,0,0,0,new
532,VStoy,7.99,4,1.0,4.5,7.99,7.99,0,0,0,0,1,0,unavailable
533,Motion Sand,12.99,86,4.0,4.9,12.99,12.99,0,0,0,0,1,0,unavailable
534,TY-P2C,83.93,1,4.0,5.0,83.93,83.93,0,0,0,0,1,0,unavailable
535,Schleich,31.00,8,4.0,4.6,31.0,31.0,7,0,1,0,0,0,new
536,Generic,5.27,12,4.0,4.8,5.27,5.27,7,0,1,0,0,0,new
537,LEGO,24.99,45,4.0,4.8,24.99,24.99,17,0,1,0,0,0,new
538,Coppenrath,6.99,2,4.0,5.0,6.99,6.99,0,0,0,0,1,0,unavailable
539,Magic Sand,9.99,1,4.0,5.0,9.99,9.99,2,0,1,0,0,0,new
540,Playmobil,19.59,1,4.0,5.0,19.59,19.59,4,0,1,0,0,0,new
541,Caltime Click!,5.13,2,4.0,4.5,5.13,5.13,2,0,1,0,0,0,new
542,Disney,9.71,5,4.0,5.0,9.71,9.71,5,0,1,0,0,0,new
543,Kinetic Sand,18.74,1,4.0,5.0,18.74,18.74,3,0,1,0,0,0,new
544,Playmobil,40.87,1,4.0,5.0,40.87,40.87,3,0,1,0,0,0,new
545,Baker Ross,4.95,5,4.0,4.4,4.95,4.95,0,0,0,0,1,0,unavailable
546,Playmobil,47.45,20,4.0,4.5,47.45,47.45,4,0,1,0,0,0,new
547,Generic,5.52,4,4.0,5.0,5.52,5.52,4,0,1,0,0,0,new
548,Playmobil,84.60,2,4.0,5.0,84.6,84.6,2,0,1,0,0,0,new
549,Advent Gift Boxes,13.97,3,1.0,5.0,13.97,13.97,0,0,0,0,1,0,unavailable
550,Craftplay,3.70,2,1.0,5.0,3.7,3.7,0,0,0,0,1,0,unavailable
551,LEGO,39.99,34,2.0,4.8,39.99,39.99,21,0,1,0,0,0,new
552,Star Wars,42.51,142,2.0,4.6,42.51,42.51,29,0,1,0,0,0,new
553,Playmobil,43.95,11,2.0,4.4,43.95,43.95,2,0,1,0,0,0,new
554,Kinetic Sand,15.50,2,2.0,5.0,15.5,15.5,3,0,1,0,0,0,new
555,Cra-Z-Sand,7.99,5,2.0,4.2,7.99,7.99,8,0,1,0,0,0,new
556,Muppets,9.71,14,2.0,4.9,9.71,9.71,6,0,1,0,0,0,new
557,Caltime,3.40,27,2.0,4.7,3.4,3.4,2,0,1,0,0,0,new
558,Generic,1.75,4,2.0,5.0,1.75,1.75,3,0,1,0,0,0,new
559,Advent Calendars,4.99,1,2.0,4.0,4.99,4.99,0,0,0,0,1,0,unavailable
560,Caltime,12.99,1,2.0,5.0,12.99,12.99,0,0,0,0,1,0,unavailable
561,Generic,3.40,2,2.0,5.0,3.4,3.4,4,0,1,0,0,0,new
562,Motion Sand,6.99,34,1.0,4.9,6.99,6.99,2,0,1,0,0,0,new
563,Christmas and Decorations,1.99,22,1.0,4.1,1.99,1.99,0,0,0,0,1,0,unavailable
564,LEGO,61.14,3,1.0,4.7,61.14,61.14,7,0,1,0,0,0,new
565,Melissa & Doug,5.99,55,1.0,4.6,5.99,5.99,3,0,1,0,0,0,new
566,Coppenrath Verlag,12.99,1,1.0,5.0,12.99,12.99,0,0,0,0,1,0,unavailable
567,Barbie,13.21,4,1.0,4.5,13.21,13.21,14,0,1,0,0,0,new
568,Motion Sand,6.99,28,1.0,4.9,6.99,6.99,2,0,1,0,0,0,new
569,Craftplay,3.70,4,1.0,4.3,3.7,3.7,0,0,0,0,1,0,unavailable
570,Baker Ross,3.49,3,1.0,5.0,3.49,3.49,0,0,0,0,1,0,unavailable
571,Advent Calendars,4.99,1,1.0,4.0,4.99,4.99,0,0,0,0,1,0,unavailable
572,Alison Gardiner,7.25,6,1.0,4.0,7.25,7.25,2,0,1,0,0,0,new
573,Henry Glass Fabrics,13.99,3,1.0,4.0,13.99,13.99,0,0,0,0,1,0,unavailable
574,Mega Bloks,16.92,36,1.0,4.1,16.92,16.92,3,0,1,0,0,0,new
575,Caltime,12.99,3,1.0,5.0,12.99,12.99,0,0,0,0,1,0,unavailable
576,Kinetic Sand,20.49,19,1.0,4.1,20.49,20.49,7,0,1,0,0,0,new
577,Playmobil,69.99,2,1.0,5.0,69.99,69.99,0,0,0,0,1,0,unavailable
578,Kinetic Sand,13.32,1,1.0,5.0,13.32,13.32,4,0,1,0,0,0,new
579,Chi Chi Love,14.36,1,1.0,5.0,14.36,14.36,2,0,1,0,0,0,new
580,Christmas and Decorations,2.99,1,1.0,5.0,2.99,2.99,0,0,0,0,1,0,unavailable
581,Kinetic Sand,11.10,1,1.0,4.0,11.1,11.1,5,0,1,0,0,0,new
582,Barbie,19.67,26,1.0,4.3,19.67,19.67,10,0,1,0,0,0,new
583,Woodmansterne,13.99,6,1.0,4.0,13.99,13.99,0,0,0,0,1,0,unavailable
584,Cra-Z-Sand,4.99,3,1.0,4.3,4.99,4.99,7,0,1,0,0,0,new
585,shopondo,15.20,1,1.0,5.0,15.2,15.2,0,0,0,0,1,0,unavailable
586,luxury applique sack,19.99,3,1.0,5.0,19.99,19.99,0,0,0,0,1,0,unavailable
587,Motion Sand,6.99,34,1.0,4.7,6.99,6.99,0,0,0,0,1,0,unavailable
588,Motion Sand,8.99,40,2.0,4.8,8.99,8.99,2,0,1,0,0,0,new
589,AMZ,19.99,3,2.0,4.7,19.99,19.99,0,0,0,0,1,0,unavailable
590,Magical Minerals,2.35,1,2.0,5.0,2.35,2.35,0,0,0,0,1,0,unavailable
591,Melissa & Doug,12.49,64,2.0,4.7,12.49,12.49,9,0,1,0,0,0,new
592,Generic,3.85,6,2.0,4.5,3.85,3.85,2,0,1,0,0,0,new
593,Coppenrath,6.99,2,2.0,4.0,6.99,6.99,0,0,0,0,1,0,unavailable
594,Caltime,5.69,24,1.0,4.8,5.69,5.69,0,0,0,0,1,0,unavailable
595,Christmas and Decorations,5.99,1,1.0,5.0,5.99,5.99,0,0,0,0,1,0,unavailable
596,National Gallery Company,6.50,1,1.0,5.0,6.5,6.5,0,0,0,0,1,0,unavailable
597,Motion Sand,6.99,77,2.0,4.7,6.99,6.99,0,0,0,0,1,0,unavailable
598,Playmobil,12.01,11,2.0,5.0,12.01,12.01,15,0,1,0,0,0,new
599,Kidoloop,16.09,1,2.0,4.0,16.09,16.09,0,0,0,0,1,0,unavailable
600,Schleich,24.99,16,1.0,4.0,24.99,24.99,6,0,1,0,0,0,new
601,Kinetic Sand,18.98,243,3.0,4.3,18.98,18.98,58,0,1,0,0,0,new
602,Christmas and Decorations,7.99,1,3.0,5.0,7.99,7.99,0,0,0,0,1,0,unavailable
603,Christmas and Decorations,5.99,3,3.0,4.3,5.99,5.99,0,0,0,0,1,0,unavailable
604,Mattel,30.18,2,3.0,4.5,30.18,30.18,0,0,0,0,1,0,unavailable
605,Paint and Play Today,17.99,2,1.0,4.5,17.99,17.99,0,0,0,0,1,0,unavailable
606,Kinetic Sand,12.42,13,1.0,4.2,12.42,12.42,22,0,1,0,0,0,new
607,Playmobil,17.94,76,4.0,4.7,17.94,17.94,49,0,1,0,0,0,new
608,Baker Ross,10.99,13,1.0,4.8,10.99,10.99,2,0,1,0,0,0,new
609,Kinetic Sand,12.63,3,1.0,5.0,12.63,12.63,5,0,1,0,0,0,new
